team,position,player_name,depth_rank,is_starter,is_fantasy_relevant,last_updated
BAL,WR,Nelson Agholor,3,False,True,2025-12-05 08:34:53
BAL,WR,Diontae Johnson,4,False,True,2025-12-05 08:34:53
BAL,TE,Mark Andrews,1,True,True,2025-12-05 08:34:53
BAL,TE,Isaiah Likely,2,False,True,2025-12-05 08:34:53
CIN,QB,Joe Burrow,1,True,True,2025-12-05 08:34:53
CIN,RB,Chase Brown,1,True,True,2025-12-05 08:34:53
CIN,RB,Zack Moss,2,False,True,2025-12-05 08:34:53
CIN,RB,Trayveon Williams,3,False,True,2025-12-05 08:34:53
CIN,WR,Ja'Marr Chase,1,True,True,2025-12-05 08:34:53
CIN,WR,Tee Higgins,2,False,True,2025-12-05 08:34:53
CIN,WR,Andrei Iosivas,3,False,True,2025-12-05 08:34:53
CIN,WR,Jermaine Burton,4,False,True,2025-12-05 08:34:53
CIN,TE,Mike Gesicki,1,True,True,2025-12-05 08:34:53
CIN,TE,Drew Sample,2,False,True,2025-12-05 08:34:53
CLE,QB,Deshaun Watson,1,True,True,2025-12-05 08:34:53
CLE,RB,Nick Chubb,1,True,True,2025-12-05 08:34:53
CLE,RB,Jerome Ford,2,False,True,2025-12-05 08:34:53
CLE,RB,D'Onta Foreman,3,False,True,2025-12-05 08:34:53
CLE,WR,Jerry Jeudy,1,True,True,2025-12-05 08:34:53
CLE,WR,Elijah Moore,2,False,True,2025-12-05 08:34:53
CLE,WR,Cedric Tillman,3,False,True,2025-12-05 08:34:53
CLE,WR,Jamari Thrash,4,False,True,2025-12-05 08:34:53
CLE,TE,David Njoku,1,True,True,2025-12-05 08:34:53
CLE,TE,Jordan Akins,2,False,True,2025-12-05 08:34:53
PIT,QB,Russell Wilson,1,True,True,2025-12-05 08:34:53
PIT,RB,Najee Harris,1,True,True,2025-12-05 08:34:53
PIT,RB,Jaylen Warren,2,False,True,2025-12-05 08:34:53
PIT,RB,Cordarrelle Patterson,3,False,True,2025-12-05 08:34:53
PIT,WR,George Pickens,1,True,True,2025-12-05 08:34:53
PIT,WR,Van Jefferson,2,False,True,2025-12-05 08:34:53
PIT,WR,Calvin Austin III,3,False,True,2025-12-05 08:34:53
PIT,WR,Mike Williams,4,False,True,2025-12-05 08:34:53
PIT,TE,Pat Freiermuth,1,True,True,2025-12-05 08:34:53
PIT,TE,Darnell Washington,2,False,True,2025-12-05 08:34:53
HOU,QB,C.J. Stroud,1,True,True,2025-12-05 08:34:53
HOU,RB,Joe Mixon,1,True,True,2025-12-05 08:34:53
HOU,RB,Dameon Pierce,2,False,True,2025-12-05 08:34:53
HOU,RB,Dare Ogunbowale,3,False,True,2025-12-05 08:34:53
HOU,WR,Nico Collins,1,True,True,2025-12-05 08:34:53
HOU,WR,Tank Dell,2,False,True,2025-12-05 08:34:53
HOU,WR,Robert Woods,3,False,True,2025-12-05 08:34:53
HOU,WR,Xavier Hutchinson,4,False,True,2025-12-05 08:34:53
HOU,TE,Dalton Schultz,1,True,True,2025-12-05 08:34:53
HOU,TE,Cade Stover,2,False,True,2025-12-05 08:34:53
IND,QB,Anthony Richardson,1,True,True,2025-12-05 08:34:53
IND,RB,Jonathan Taylor,1,True,True,2025-12-05 08:34:53
IND,RB,Trey Sermon,2,False,True,2025-12-05 08:34:53
IND,RB,Tyler Goodson,3,False,True,2025-12-05 08:34:53
IND,WR,Michael Pittman Jr.,1,True,True,2025-12-05 08:34:53
IND,WR,Josh Downs,2,False,True,2025-12-05 08:34:53
IND,WR,Alec Pierce,3,False,True,2025-12-05 08:34:53
IND,WR,Adonai Mitchell,4,False,True,2025-12-05 08:34:53
IND,TE,Kylen Granson,1,True,True,2025-12-05 08:34:53
IND,TE,Mo Alie-Cox,2,False,True,2025-12-05 08:34:53
JAX,QB,Trevor Lawrence,1,True,True,2025-12-05 08:34:53
JAX,RB,Travis Etienne Jr.,1,True,True,2025-12-05 08:34:53
JAX,RB,Tank Bigsby,2,False,True,2025-12-05 08:34:53
JAX,RB,D'Ernest Johnson,3,False,True,2025-12-05 08:34:53
JAX,WR,Brian Thomas Jr.,1,True,True,2025-12-05 08:34:53
JAX,WR,Christian Kirk,2,False,True,2025-12-05 08:34:53
JAX,WR,Gabe Davis,3,False,True,2025-12-05 08:34:53
JAX,WR,Parker Washington,4,False,True,2025-12-05 08:34:53
JAX,TE,Evan Engram,1,True,True,2025-12-05 08:34:53
JAX,TE,Brenton Strange,2,False,True,2025-12-05 08:34:53
TEN,QB,Will Levis,1,True,True,2025-12-05 08:34:53
TEN,RB,Tony Pollard,1,True,True,2025-12-05 08:34:53
TEN,RB,Tyjae Spears,2,False,True,2025-12-05 08:34:53
TEN,RB,Julius Chestnut,3,False,True,2025-12-05 08:34:53
TEN,WR,Calvin Ridley,1,True,True,2025-12-05 08:34:53
TEN,WR,DeAndre Hopkins,2,False,True,2025-12-05 08:34:53
TEN,WR,Tyler Boyd,3,False,True,2025-12-05 08:34:53
TEN,WR,Nick Westbrook-Ikhine,4,False,True,2025-12-05 08:34:53
TEN,TE,Chig Okonkwo,1,True,True,2025-12-05 08:34:53
TEN,TE,Josh Whyle,2,False,True,2025-12-05 08:34:53
DEN,QB,Bo Nix,1,True,True,2025-12-05 08:34:53
DEN,RB,Javonte Williams,1,True,True,2025-12-05 08:34:53
DEN,RB,Jaleel McLaughlin,2,False,True,2025-12-05 08:34:53
DEN,RB,Audric Estime,3,False,True,2025-12-05 08:34:53
DEN,WR,Courtland Sutton,1,True,True,2025-12-05 08:34:53
DEN,WR,Devaughn Vele,2,False,True,2025-12-05 08:34:53
DEN,WR,Marvin Mims Jr.,3,False,True,2025-12-05 08:34:53
DEN,WR,Lil'Jordan Humphrey,4,False,True,2025-12-05 08:34:53
DEN,TE,Adam Trautman,1,True,True,2025-12-05 08:34:53
DEN,TE,Nate Adkins,2,False,True,2025-12-05 08:34:53
KC,QB,Patrick Mahomes,1,True,True,2025-12-05 08:34:53
KC,RB,Kareem Hunt,1,True,True,2025-12-05 08:34:53
KC,RB,Samaje Perine,2,False,True,2025-12-05 08:34:53
KC,RB,Carson Steele,3,False,True,2025-12-05 08:34:53
KC,WR,DeAndre Hopkins,1,True,True,2025-12-05 08:34:53
KC,WR,Xavier Worthy,2,False,True,2025-12-05 08:34:53
KC,WR,JuJu Smith-Schuster,3,False,True,2025-12-05 08:34:53
KC,WR,Justin Watson,4,False,True,2025-12-05 08:34:53
KC,TE,Travis Kelce,1,True,True,2025-12-05 08:34:53
KC,TE,Noah Gray,2,False,True,2025-12-05 08:34:53
LAC,QB,Justin Herbert,1,True,True,2025-12-05 08:34:53
LAC,RB,J.K. Dobbins,1,True,True,2025-12-05 08:34:53
LAC,RB,Gus Edwards,2,False,True,2025-12-05 08:34:53
LAC,RB,Kimani Vidal,3,False,True,2025-12-05 08:34:53
LAC,WR,Ladd McConkey,1,True,True,2025-12-05 08:34:53
LAC,WR,Quentin Johnston,2,False,True,2025-12-05 08:34:53
LAC,WR,Joshua Palmer,3,False,True,2025-12-05 08:34:53
LAC,WR,DJ Chark,4,False,True,2025-12-05 08:34:53
LAC,TE,Will Dissly,1,True,True,2025-12-05 08:34:53
LAC,TE,Stone Smartt,2,False,True,2025-12-05 08:34:53
LV,QB,Gardner Minshew,1,True,True,2025-12-05 08:34:53
LV,RB,Alexander Mattison,1,True,True,2025-12-05 08:34:53
LV,RB,Zamir White,2,False,True,2025-12-05 08:34:53
LV,RB,Ameer Abdullah,3,False,True,2025-12-05 08:34:53
LV,WR,Jakobi Meyers,1,True,True,2025-12-05 08:34:53
LV,WR,Tre Tucker,2,False,True,2025-12-05 08:34:53
LV,WR,DJ Turner,3,False,True,2025-12-05 08:34:53
LV,WR,Jalen Guyton,4,False,True,2025-12-05 08:34:53
LV,TE,Brock Bowers,1,True,True,2025-12-05 08:34:53
LV,TE,Michael Mayer,2,False,True,2025-12-05 08:34:53
DAL,QB,Dak Prescott,1,True,True,2025-12-05 08:34:53
DAL,RB,Rico Dowdle,1,True,True,2025-12-05 08:34:53
DAL,RB,Ezekiel Elliott,2,False,True,2025-12-05 08:34:53
DAL,RB,Dalvin Cook,3,False,True,2025-12-05 08:34:53
DAL,WR,CeeDee Lamb,1,True,True,2025-12-05 08:34:53
DAL,WR,Jalen Tolbert,2,False,True,2025-12-05 08:34:53
DAL,WR,KaVontae Turpin,3,False,True,2025-12-05 08:34:53
DAL,WR,Ryan Flournoy,4,False,True,2025-12-05 08:34:53
DAL,TE,Jake Ferguson,1,True,True,2025-12-05 08:34:53
DAL,TE,Luke Schoonmaker,2,False,True,2025-12-05 08:34:53
NYG,QB,Daniel Jones,1,True,True,2025-12-05 08:34:53
NYG,RB,Tyrone Tracy Jr.,1,True,True,2025-12-05 08:34:53
NYG,RB,Devin Singletary,2,False,True,2025-12-05 08:34:53
NYG,RB,Eric Gray,3,False,True,2025-12-05 08:34:53
NYG,WR,Malik Nabers,1,True,True,2025-12-05 08:34:53
NYG,WR,Wan'Dale Robinson,2,False,True,2025-12-05 08:34:53
NYG,WR,Darius Slayton,3,False,True,2025-12-05 08:34:53
NYG,WR,Jalin Hyatt,4,False,True,2025-12-05 08:34:53
NYG,TE,Daniel Bellinger,1,True,True,2025-12-05 08:34:53
NYG,TE,Theo Johnson,2,False,True,2025-12-05 08:34:53
PHI,QB,Jalen Hurts,1,True,True,2025-12-05 08:34:53
PHI,RB,Saquon Barkley,1,True,True,2025-12-05 08:34:53
PHI,RB,Kenneth Gainwell,2,False,True,2025-12-05 08:34:53
PHI,RB,Will Shipley,3,False,True,2025-12-05 08:34:53
PHI,WR,A.J. Brown,1,True,True,2025-12-05 08:34:53
PHI,WR,DeVonta Smith,2,False,True,2025-12-05 08:34:53
PHI,WR,Jahan Dotson,3,False,True,2025-12-05 08:34:53
PHI,WR,Johnny Wilson,4,False,True,2025-12-05 08:34:53
PHI,TE,Dallas Goedert,1,True,True,2025-12-05 08:34:53
PHI,TE,Grant Calcaterra,2,False,True,2025-12-05 08:34:53
WAS,QB,Jayden Daniels,1,True,True,2025-12-05 08:34:53
WAS,QB,Marcus Mariota,2,False,False,2025-12-05 08:34:53
WAS,RB,Brian Robinson Jr.,1,True,True,2025-12-05 08:34:53
WAS,RB,Austin Ekeler,2,False,True,2025-12-05 08:34:53
WAS,RB,Jeremy McNichols,3,False,True,2025-12-05 08:34:53
WAS,WR,Terry McLaurin,1,True,True,2025-12-05 08:34:53
WAS,WR,Noah Brown,2,False,True,2025-12-05 08:34:53
WAS,WR,Olamide Zaccheaus,3,False,True,2025-12-05 08:34:53
WAS,WR,Dyami Brown,4,False,True,2025-12-05 08:34:53
WAS,TE,Zach Ertz,1,True,True,2025-12-05 08:34:53
WAS,TE,Ben Sinnott,2,False,True,2025-12-05 08:34:53
CHI,QB,Caleb Williams,1,True,True,2025-12-05 08:34:53
CHI,RB,D'Andre Swift,1,True,True,2025-12-05 08:34:53
CHI,RB,Roschon Johnson,2,False,True,2025-12-05 08:34:53
CHI,RB,Travis Homer,3,False,True,2025-12-05 08:34:53
CHI,WR,DJ Moore,1,True,True,2025-12-05 08:34:53
CHI,WR,Rome Odunze,2,False,True,2025-12-05 08:34:53
CHI,WR,Keenan Allen,3,False,True,2025-12-05 08:34:53
CHI,WR,Tyler Scott,4,False,True,2025-12-05 08:34:53
CHI,TE,Cole Kmet,1,True,True,2025-12-05 08:34:53
CHI,TE,Gerald Everett,2,False,True,2025-12-05 08:34:53
DET,QB,Jared Goff,1,True,True,2025-12-05 08:34:53
DET,RB,Jahmyr Gibbs,1,True,True,2025-12-05 08:34:53
DET,RB,David Montgomery,2,False,True,2025-12-05 08:34:53
DET,RB,Craig Reynolds,3,False,True,2025-12-05 08:34:53
DET,WR,Amon-Ra St. Brown,1,True,True,2025-12-05 08:34:53
DET,WR,Jameson Williams,2,False,True,2025-12-05 08:34:53
DET,WR,Kalif Raymond,3,False,True,2025-12-05 08:34:53
DET,WR,Tim Patrick,4,False,True,2025-12-05 08:34:53
DET,TE,Sam LaPorta,1,True,True,2025-12-05 08:34:53
DET,TE,Brock Wright,2,False,True,2025-12-05 08:34:53
GB,QB,Jordan Love,1,True,True,2025-12-05 08:34:53
GB,RB,Josh Jacobs,1,True,True,2025-12-05 08:34:53
GB,RB,Emanuel Wilson,2,False,True,2025-12-05 08:34:53
GB,RB,MarShawn Lloyd,3,False,True,2025-12-05 08:34:53
GB,WR,Jayden Reed,1,True,True,2025-12-05 08:34:53
GB,WR,Christian Watson,2,False,True,2025-12-05 08:34:53
GB,WR,Romeo Doubs,3,False,True,2025-12-05 08:34:53
GB,WR,Dontayvion Wicks,4,False,True,2025-12-05 08:34:53
GB,TE,Tucker Kraft,1,True,True,2025-12-05 08:34:53
GB,TE,Luke Musgrave,2,False,True,2025-12-05 08:34:53
MIN,QB,Sam Darnold,1,True,True,2025-12-05 08:34:53
MIN,RB,Aaron Jones,1,True,True,2025-12-05 08:34:53
MIN,RB,Ty Chandler,2,False,True,2025-12-05 08:34:53
MIN,RB,Cam Akers,3,False,True,2025-12-05 08:34:53
MIN,WR,Justin Jefferson,1,True,True,2025-12-05 08:34:53
MIN,WR,Jordan Addison,2,False,True,2025-12-05 08:34:53
MIN,WR,Jalen Nailor,3,False,True,2025-12-05 08:34:53
MIN,WR,Brandon Powell,4,False,True,2025-12-05 08:34:53
MIN,TE,T.J. Hockenson,1,True,True,2025-12-05 08:34:53
MIN,TE,Josh Oliver,2,False,True,2025-12-05 08:34:53
ATL,QB,Kirk Cousins,1,True,True,2025-12-05 08:34:53
ATL,RB,Bijan Robinson,1,True,True,2025-12-05 08:34:53
ATL,RB,Tyler Allgeier,2,False,True,2025-12-05 08:34:53
ATL,RB,Jase McClellan,3,False,True,2025-12-05 08:34:53
ATL,WR,Drake London,1,True,True,2025-12-05 08:34:53
ATL,WR,Darnell Mooney,2,False,True,2025-12-05 08:34:53
ATL,WR,Ray-Ray McCloud III,3,False,True,2025-12-05 08:34:53
ATL,WR,Casey Washington,4,False,True,2025-12-05 08:34:53
ATL,TE,Kyle Pitts,1,True,True,2025-12-05 08:34:53
ATL,TE,Charlie Woerner,2,False,True,2025-12-05 08:34:53
CAR,QB,Bryce Young,1,True,True,2025-12-05 08:34:53
CAR,RB,Chuba Hubbard,1,True,True,2025-12-05 08:34:53
CAR,RB,Miles Sanders,2,False,True,2025-12-05 08:34:53
CAR,RB,Jonathon Brooks,3,False,True,2025-12-05 08:34:53
CAR,WR,Diontae Johnson,1,True,True,2025-12-05 08:34:53
CAR,WR,Xavier Legette,2,False,True,2025-12-05 08:34:53
CAR,WR,Adam Thielen,3,False,True,2025-12-05 08:34:53
CAR,WR,Jalen Coker,4,False,True,2025-12-05 08:34:53
CAR,TE,Ja'Tavion Sanders,1,True,True,2025-12-05 08:34:53
CAR,TE,Tommy Tremble,2,False,True,2025-12-05 08:34:53
NO,QB,Derek Carr,1,True,True,2025-12-05 08:34:53
NO,RB,Alvin Kamara,1,True,True,2025-12-05 08:34:53
NO,RB,Jamaal Williams,2,False,True,2025-12-05 08:34:53
NO,RB,Kendre Miller,3,False,True,2025-12-05 08:34:53
NO,WR,Chris Olave,1,True,True,2025-12-05 08:34:53
NO,WR,Marquez Valdes-Scantling,2,False,True,2025-12-05 08:34:53
NO,WR,Mason Tipton,3,False,True,2025-12-05 08:34:53
NO,WR,Cedrick Wilson Jr.,4,False,True,2025-12-05 08:34:53
NO,TE,Taysom Hill,1,True,True,2025-12-05 08:34:53
NO,TE,Foster Moreau,2,False,True,2025-12-05 08:34:53
TB,QB,Baker Mayfield,1,True,True,2025-12-05 08:34:53
TB,RB,Bucky Irving,1,True,True,2025-12-05 08:34:53
TB,RB,Rachaad White,2,False,True,2025-12-05 08:34:53
TB,RB,Sean Tucker,3,False,True,2025-12-05 08:34:53
TB,WR,Mike Evans,1,True,True,2025-12-05 08:34:53
TB,WR,Chris Godwin,2,False,True,2025-12-05 08:34:53
TB,WR,Jalen McMillan,3,False,True,2025-12-05 08:34:53
TB,WR,Sterling Shepard,4,False,True,2025-12-05 08:34:53
TB,TE,Cade Otton,1,True,True,2025-12-05 08:34:53
TB,TE,Payne Durham,2,False,True,2025-12-05 08:34:53
ARI,QB,Kyler Murray,1,True,True,2025-12-05 08:34:53
ARI,RB,James Conner,1,True,True,2025-12-05 08:34:53
ARI,RB,Trey Benson,2,False,True,2025-12-05 08:34:53
ARI,RB,Emari Demercado,3,False,True,2025-12-05 08:34:53
ARI,WR,Marvin Harrison Jr.,1,True,True,2025-12-05 08:34:53
ARI,WR,Michael Wilson,2,False,True,2025-12-05 08:34:53
ARI,WR,Greg Dortch,3,False,True,2025-12-05 08:34:53
ARI,WR,Zay Jones,4,False,True,2025-12-05 08:34:53
ARI,TE,Trey McBride,1,True,True,2025-12-05 08:34:53
ARI,TE,Elijah Higgins,2,False,True,2025-12-05 08:34:53
LAR,QB,Matthew Stafford,1,True,True,2025-12-05 08:34:53
LAR,RB,Kyren Williams,1,True,True,2025-12-05 08:34:53
LAR,RB,Blake Corum,2,False,True,2025-12-05 08:34:53
LAR,RB,Ronnie Rivers,3,False,True,2025-12-05 08:34:53
LAR,WR,Puka Nacua,1,True,True,2025-12-05 08:34:53
LAR,WR,Cooper Kupp,2,False,True,2025-12-05 08:34:53
LAR,WR,Demarcus Robinson,3,False,True,2025-12-05 08:34:53
LAR,WR,Tutu Atwell,4,False,True,2025-12-05 08:34:53
LAR,TE,Colby Parkinson,1,True,True,2025-12-05 08:34:53
LAR,TE,Davis Allen,2,False,True,2025-12-05 08:34:53
SF,QB,Brock Purdy,1,True,True,2025-12-05 08:34:53
SF,RB,Christian McCaffrey,1,True,True,2025-12-05 08:34:53
SF,RB,Jordan Mason,2,False,True,2025-12-05 08:34:53
SF,RB,Isaac Guerendo,3,False,True,2025-12-05 08:34:53
SF,WR,Deebo Samuel,1,True,True,2025-12-05 08:34:53
SF,WR,Brandon Aiyuk,2,False,True,2025-12-05 08:34:53
SF,WR,Jauan Jennings,3,False,True,2025-12-05 08:34:53
SF,WR,Ricky Pearsall,4,False,True,2025-12-05 08:34:53
SF,TE,George Kittle,1,True,True,2025-12-05 08:34:53
SF,TE,Eric Saubert,2,False,True,2025-12-05 08:34:53
SEA,QB,Geno Smith,1,True,True,2025-12-05 08:34:53
SEA,RB,Kenneth Walker III,1,True,True,2025-12-05 08:34:53
SEA,RB,Zach Charbonnet,2,False,True,2025-12-05 08:34:53
SEA,RB,Kenny McIntosh,3,False,True,2025-12-05 08:34:53
SEA,WR,DK Metcalf,1,True,True,2025-12-05 08:34:53
SEA,WR,Tyler Lockett,2,False,True,2025-12-05 08:34:53
SEA,WR,Jaxon Smith-Njigba,3,False,True,2025-12-05 08:34:53
SEA,WR,Jake Bobo,4,False,True,2025-12-05 08:34:53
SEA,TE,Noah Fant,1,True,True,2025-12-05 08:34:53
SEA,TE,Pharaoh Brown,2,False,True,2025-12-05 08:34:53
